file	ploidy	quality_manual	coverage	spikiness	evenness.mean	evenness.med	end	background	reads.per.mb.bpr	coverage.bpr	gene
wt-fucci-fdu-single-f9-r2-c2_S201_.trimmed.mdup.bam	1	G	0.006640945	0.25535623	0.24335417	0.234821274	pe	0.025677749	46	0.31	WT
wt-fucci-fdu-single-f9-r2-c3_S202_.trimmed.mdup.bam	1	G	0.0090035	0.214376723	0.197279102	0.196601447	pe	0.025598344	57	0.42	WT
wt-fucci-fdu-single-f9-r2-c4_S203_.trimmed.mdup.bam	1	G	0.020402339	0.134581921	0.190004818	0.188770751	pe	0.021122782	123	0.91	WT
wt-fucci-fdu-single-f9-r2-c5_S204_.trimmed.mdup.bam	1	G	0.02373798	0.130805408	0.191129769	0.190016743	pe	0.018712261	143	1.05	WT
wt-fucci-fdu-single-f9-r2-c6_S205_.trimmed.mdup.bam	1	G	0.022354439	0.235442751	0.240114137	0.23283957	pe	0.019436327	144	0.99	WT
wt-fucci-fdu-single-f9-r3-c2_S206_.trimmed.mdup.bam	1	G	0.01763995	0.155700645	0.197858472	0.195478712	pe	0.020296799	109	0.79	WT
wt-fucci-fdu-single-f9-r3-c3_S207_.trimmed.mdup.bam	1	G	0.007753477	0.183528511	0.206289337	0.205920867	pe	0.018486235	50	0.37	WT
wt-fucci-fdu-single-f9-r3-c4_S208_.trimmed.mdup.bam	1	G	0.00752956	0.186903472	0.210696302	0.209846233	pe	0.03020176	48	0.36	WT
wt-fucci-fdu-single-f9-r3-c5_S209_.trimmed.mdup.bam	1	G	0.016504217	0.153353056	0.198443695	0.197432384	pe	0.021344443	100	0.73	WT
wt-fucci-fdu-single-f9-r3-c6_S210_.trimmed.mdup.bam	1	G	0.009407916	0.260699906	0.246048393	0.23877739	pe	0.023223564	63	0.43	WT
wt-fucci-fdu-single-f9-r4-c3_S212_.trimmed.mdup.bam	1	G	0.012286589	0.157228717	0.197289692	0.196454913	pe	0.021375289	78	0.57	WT
wt-fucci-fdu-single-f9-r4-c4_S213_.trimmed.mdup.bam	1	G	0.026268099	0.171406284	0.206544478	0.199431184	pe	0.017722281	159	1.13	WT
wt-fucci-fdu-single-f9-r4-c5_S214_.trimmed.mdup.bam	1	G	0.017701609	0.140525875	0.194118714	0.193003377	pe	0.026777412	107	0.79	WT
wt-fucci-fdu-single-f9-r4-c6_S215_.trimmed.mdup.bam	1	G	0.02157741	0.138595051	0.193585019	0.192520011	pe	0.022232766	131	0.96	WT
wt-fucci-fdu-single-f9-r5-c2_S216_.trimmed.mdup.bam	1	G	0.013869328	0.156841766	0.197850255	0.196776333	pe	0.022482713	88	0.64	WT
wt-fucci-fdu-single-f9-r5-c4_S218_.trimmed.mdup.bam	1	G	0.019747995	0.135924624	0.190027216	0.188452909	pe	0.023492651	118	0.87	WT
wt-fucci-fdu-single-f9-r5-c5_S219_.trimmed.mdup.bam	1	G	0.022694266	0.131355111	0.189418364	0.18784538	pe	0.02045585	137	1.01	WT
wt-fucci-fdu-single-f9-r5-c6_S220_.trimmed.mdup.bam	1	G	0.009016608	0.216963173	0.221680218	0.218465848	pe	0.020054496	59	0.42	WT
wt-fucci-fdu-single-f9-r6-c2_S221_.trimmed.mdup.bam	1	G	0.017502388	0.144668768	0.191083866	0.189323135	pe	0.024128076	107	0.79	WT
wt-fucci-fdu-single-f9-r6-c3_S222_.trimmed.mdup.bam	1	G	0.027974659	0.121663477	0.184841145	0.183438355	pe	0.023177768	165	1.21	WT
wt-fucci-fdu-single-f9-r6-c4_S223_.trimmed.mdup.bam	1	G	0.011552172	0.163720691	0.198734086	0.19804222	pe	0.023852137	73	0.54	WT
wt-fucci-fdu-single-f9-r6-c5_S224_.trimmed.mdup.bam	1	G	0.016050865	0.144156577	0.193275649	0.192123811	pe	0.017826879	99	0.72	WT
wt-fucci-single-c15-w2-3d6_S568_.trimmed.mdup.bam	1	P	0.005737322	0.323835024	0.258816115	0.255125683	pe	0.223500096	31	0.26	WT
wt-fucci-single-c15-w27-3d6_S593_.trimmed.mdup.bam	1	P	0.007223215	0.281993102	0.259083479	0.258965325	pe	0.22057735	43	0.33	WT
wtfucci-hyd-a1h5-f09-r1-c3_S152_.trimmed.mdup.bam	1	G	0.033104066	0.265554143	0.257983546	0.253349197	pe	0.080160044	137	1.15	WT
wtfucci-hyd-a1h5-f09-r1-c5_S153_.trimmed.mdup.bam	1	G	0.01893325	0.296730399	0.255444683	0.249183362	pe	0.102719066	81	0.68	WT
wtfucci-hyd-a1h5-f09-r1-c7_S154_.trimmed.mdup.bam	1	G	0.029048086	0.271310099	0.25451551	0.24995277	pe	0.076933285	123	1.02	WT
wtfucci-hyd-a1h5-f09-r2-c2_S155_.trimmed.mdup.bam	1	G	0.031603145	0.261593475	0.257310069	0.253096276	pe	0.077439777	139	1.14	WT
wtfucci-hyd-a1h5-f09-r2-c4_S156_.trimmed.mdup.bam	1	P	0.038768344	0.25057321	0.25548106	0.253791833	pe	0.059781608	171	1.35	WT
wtfucci-hyd-a1h5-f09-r2-c6_S157_.trimmed.mdup.bam	1	G	0.021231277	0.272789611	0.253583535	0.248254249	pe	0.079955943	95	0.77	WT
wtfucci-hyd-a1h5-f09-r3-c3_S159_.trimmed.mdup.bam	1	G	0.02122142	0.272030252	0.256155196	0.251098507	pe	0.115009312	101	0.84	WT
wtfucci-hyd-a1h5-f09-r3-c5_S160_.trimmed.mdup.bam	1	G	0.0358836	0.261436791	0.256002014	0.252320727	pe	0.073000539	155	1.26	WT
wtfucci-hyd-a1h5-f09-r3-c7_S161_.trimmed.mdup.bam	1	G	0.015128659	0.290866952	0.254248459	0.247886543	pe	0.089459283	68	0.57	WT
wtfucci-hyd-a1h5-f09-r4-c2_S162_.trimmed.mdup.bam	1	G	0.022098224	0.269664612	0.256497985	0.252132262	pe	0.077669973	101	0.83	WT
wtfucci-hyd-a1h5-f09-r4-c4_S163_.trimmed.mdup.bam	1	G	0.033447863	0.265468809	0.255812742	0.249860927	pe	0.076482588	141	1.18	WT
wtfucci-hyd-a1h5-f09-r4-c6_S164_.trimmed.mdup.bam	1	G	0.048300011	0.248858037	0.256020227	0.25311524	pe	0.057860289	212	1.72	WT
wtfucci-hyd-a1h5-f09-r5-c1_S165_.trimmed.mdup.bam	1	G	0.020137717	0.271126438	0.257542097	0.251997708	pe	0.102404898	94	0.77	WT
wtfucci-hyd-a1h5-f09-r5-c3_S166_.trimmed.mdup.bam	1	P	0.033569322	0.274552916	0.25593881	0.251082171	pe	0.100708014	141	1.16	WT
wtfucci-hyd-a1h5-f09-r5-c5_S167_.trimmed.mdup.bam	1	G	0.03368767	0.260678404	0.255308883	0.251105483	pe	0.082559015	146	1.19	WT
wtfucci-hyd-a1h5-f09-r5-c7_S168_.trimmed.mdup.bam	1	G	0.019675571	0.30381925	0.25639212	0.249382378	pe	0.109601274	83	0.71	WT
wtfucci-hyd-a1h5-f09-r6-c2_S169_.trimmed.mdup.bam	1	G	0.077733561	0.166242362	0.238137724	0.237992179	pe	0.0325526	387	2.92	WT
wtfucci-hyd-a1h5-f09-r6-c4_S170_.trimmed.mdup.bam	1	G	0.007299411	0.335754385	0.252472689	0.245305796	pe	0.078231609	34	0.29	WT
wtfucci-hyd-a1h5-f09-r6-c6_S171_.trimmed.mdup.bam	1	G	0.0137242	0.286019776	0.256482851	0.250759391	pe	0.103967495	67	0.56	WT
wtfucci-hyd-a1h5-f09-r7-c1_S172_.trimmed.mdup.bam	1	G	0.032545989	0.248648155	0.257824259	0.254404512	pe	0.067775721	141	1.14	WT
wtfucci-hyd-a1h5-f09-r7-c3_S173_.trimmed.mdup.bam	1	G	0.02762627	0.269760569	0.255791389	0.251089953	pe	0.070630426	120	1	WT
wtfucci-hyd-a1h5-f10-r1-c1_S176_.trimmed.mdup.bam	1	G	0.009419806	0.308663414	0.253248301	0.247353906	pe	0.083722648	42	0.35	WT
wtfucci-hyd-a1h5-f10-r1-c5_S178_.trimmed.mdup.bam	1	G	0.0096428	0.327816315	0.250246376	0.243789322	pe	0.130374873	40	0.34	WT
wtfucci-hyd-a1h5-f10-r1-c7_S179_.trimmed.mdup.bam	1	G	0.019941036	0.305002288	0.254868364	0.246499684	pe	0.148443039	79	0.69	WT
wtfucci-hyd-a1h5-f10-r2-c2_S180_.trimmed.mdup.bam	1	G	0.008341843	0.309658031	0.251438132	0.244362434	pe	0.135578819	38	0.32	WT
wtfucci-hyd-a1h5-f10-r2-c4_S181_.trimmed.mdup.bam	1	G	0.026741172	0.273179956	0.255103649	0.251063923	pe	0.101045984	112	0.91	WT
wtfucci-hyd-a1h5-f10-r3-c1_S183_.trimmed.mdup.bam	1	G	0.012410694	0.297992278	0.253647213	0.246480637	pe	0.1037349	57	0.48	WT
wtfucci-hyd-a1h5-f10-r3-c3_S184_.trimmed.mdup.bam	1	G	0.015776906	0.282429824	0.25364817	0.248120094	pe	0.08249436	74	0.61	WT
wtfucci-hyd-a1h5-f10-r3-c5_S185_.trimmed.mdup.bam	1	G	0.023854221	0.284590856	0.255682753	0.249423263	pe	0.104944745	98	0.82	WT
wtfucci-hyd-a1h5-f10-r3-c7_S186_.trimmed.mdup.bam	1	G	0.011153667	0.311471179	0.250302141	0.242788793	pe	0.132795757	48	0.41	WT
wtfucci-hyd-a1h5-f10-r4-c2_S187_.trimmed.mdup.bam	1	G	0.020766491	0.274595243	0.254826253	0.24968249	pe	0.097731753	92	0.77	WT
wtfucci-hyd-a1h5-f10-r4-c4_S188_.trimmed.mdup.bam	1	G	0.030784548	0.272689613	0.253536437	0.247837371	pe	0.100499075	128	1.06	WT
wtfucci-hyd-a1h5-f10-r4-c6_S189_.trimmed.mdup.bam	1	G	0.014508116	0.303222874	0.254335606	0.247032824	pe	0.108220731	62	0.52	WT
wtfucci-hyd-a1h5-f10-r5-c1_S190_.trimmed.mdup.bam	1	G	0.013665594	0.287623531	0.254136041	0.248394248	pe	0.08294734	64	0.53	WT
wtfucci-hyd-a1h5-f10-r5-c3_S191_.trimmed.mdup.bam	1	G	0.028685683	0.268292683	0.255093137	0.2507934	pe	0.078100465	123	0.99	WT
wtfucci-hyd-a1h5-f10-r5-c5_S192_.trimmed.mdup.bam	1	G	0.021303638	0.281404381	0.256430355	0.251099476	pe	0.081505002	91	0.75	WT
wtfucci-hyd-a1h5-f10-r5-c7_S193_.trimmed.mdup.bam	1	P	0.015289986	0.351881669	0.24976155	0.236221556	pe	0.248340116	58	0.54	WT
wtfucci-hyd-a1h5-f10-r6-c2_S194_.trimmed.mdup.bam	1	G	0.008780384	0.266555393	0.252628617	0.25023719	pe	0.070643907	45	0.35	WT
wtfucci-hyd-a1h5-f10-r6-c6_S196_.trimmed.mdup.bam	1	G	0.009330084	0.303364312	0.251361513	0.246107455	pe	0.105257149	46	0.38	WT
wtfucci-hyd-a1h5-f10-r7-c1_S197_.trimmed.mdup.bam	1	G	0.018566382	0.285396293	0.255107004	0.250568442	pe	0.104088418	81	0.65	WT
wtfucci-hyd-a1h5-f10-r7-c3_S198_.trimmed.mdup.bam	1	G	0.017128409	0.282472122	0.253564282	0.248111672	pe	0.099712079	74	0.62	WT
wtfucci-hyd-a1h5-f10-r7-c5_S199_.trimmed.mdup.bam	1	G	0.008182962	0.322889803	0.252044119	0.244590369	pe	0.135883528	38	0.32	WT
wtfucci-hyd-a1h5-f11-r1-c1_S201_.trimmed.mdup.bam	1	G	0.021028529	0.290758993	0.253368689	0.246504822	pe	0.113083934	79	0.67	WT
wtfucci-hyd-a1h5-f11-r1-c3_S202_.trimmed.mdup.bam	1	G	0.0245481	0.29324187	0.253834059	0.246764435	pe	0.107825093	94	0.79	WT
wtfucci-hyd-a1h5-f11-r1-c5_S203_.trimmed.mdup.bam	1	G	0.029648004	0.277942534	0.254350219	0.248177366	pe	0.090770415	111	0.93	WT
wtfucci-hyd-a1h5-f11-r1-c7_S204_.trimmed.mdup.bam	1	G	0.02342204	0.28913117	0.252511516	0.246304769	pe	0.102868686	90	0.75	WT
wtfucci-hyd-a1h5-f11-r2-c2_S205_.trimmed.mdup.bam	1	G	0.018207838	0.296691329	0.252883791	0.247561594	pe	0.105388424	76	0.63	WT
wtfucci-hyd-a1h5-f11-r2-c4_S206_.trimmed.mdup.bam	1	G	0.031725855	0.272091316	0.255978581	0.249316216	pe	0.082460446	120	1.01	WT
wtfucci-hyd-a1h5-f11-r3-c1_S208_.trimmed.mdup.bam	1	G	0.018051709	0.293307998	0.250452096	0.2429725	pe	0.108767052	74	0.63	WT
wtfucci-hyd-a1h5-f11-r3-c3_S209_.trimmed.mdup.bam	1	G	0.01816639	0.287073407	0.255761234	0.249284889	pe	0.087460485	79	0.67	WT
wtfucci-hyd-a1h5-f11-r3-c5_S210_.trimmed.mdup.bam	1	G	0.026464164	0.284085188	0.247853743	0.240518874	pe	0.090079676	101	0.87	WT
wtfucci-hyd-a1h5-f11-r3-c7_S211_.trimmed.mdup.bam	1	G	0.02243641	0.2865044	0.255049764	0.248905572	pe	0.106053925	88	0.74	WT
wtfucci-hyd-a1h5-f11-r4-c2_S212_.trimmed.mdup.bam	1	G	0.014557806	0.293113555	0.254013664	0.247346197	pe	0.113692013	63	0.52	WT
wtfucci-hyd-a1h5-f11-r4-c4_S213_.trimmed.mdup.bam	1	G	0.031947593	0.265398161	0.254683263	0.250079402	pe	0.078140942	124	1.03	WT
wtfucci-hyd-a1h5-f11-r4-c6_S214_.trimmed.mdup.bam	1	G	0.02531679	0.277951385	0.253729505	0.247593374	pe	0.088352059	98	0.82	WT
wtfucci-hyd-a1h5-f11-r5-c1_S215_.trimmed.mdup.bam	1	G	0.01395872	0.303965077	0.250997081	0.243552665	pe	0.109934291	60	0.51	WT
wtfucci-hyd-a1h5-f11-r5-c3_S216_.trimmed.mdup.bam	1	G	0.026422342	0.274922882	0.254907938	0.248575964	pe	0.101031962	102	0.84	WT
wtfucci-hyd-a1h5-f11-r5-c5_S217_.trimmed.mdup.bam	1	G	0.026676657	0.279049864	0.254645369	0.248293459	pe	0.098922181	104	0.85	WT
wtfucci-hyd-a1h5-f11-r5-c7_S218_.trimmed.mdup.bam	1	G	0.019553753	0.283982654	0.25424499	0.247756922	pe	0.098469526	80	0.66	WT
wtfucci-hyd-a1h5-f11-r6-c2_S219_.trimmed.mdup.bam	1	G	0.019217851	0.297256668	0.254272849	0.246970196	pe	0.132017161	77	0.66	WT
wtfucci-hyd-a1h5-f11-r6-c4_S220_.trimmed.mdup.bam	1	G	0.023258742	0.286456522	0.254727622	0.248387392	pe	0.09658397	92	0.77	WT
wtfucci-hyd-a1h5-f11-r6-c6_S221_.trimmed.mdup.bam	1	G	0.008735567	0.315102423	0.257540874	0.251231116	pe	0.11788682	42	0.34	WT
wtfucci-hyd-a1h5-f11-r7-c1_S222_.trimmed.mdup.bam	1	G	0.056964973	0.265065291	0.255928789	0.251572527	pe	0.066112622	213	1.78	WT
wtfucci-hyd-a1h5-f11-r7-c3_S223_.trimmed.mdup.bam	1	G	0.016434667	0.302945701	0.254386639	0.24620366	pe	0.140986017	66	0.56	WT
wtfucci-hyd-mn-f01-r1-c5_S3_.trimmed.mdup.bam	1	G	0.01030731	0.22466716	0.24406855	0.243444236	pe	0.07021956	51	0.39	WT
wtfucci-hyd-mn-f01-r2-c4_S6_.trimmed.mdup.bam	1	G	0.010437599	0.266326083	0.251324278	0.248630031	pe	0.099276912	49	0.39	WT
wtfucci-hyd-mn-f01-r2-c6_S7_.trimmed.mdup.bam	1	G	0.007282606	0.30150918	0.258218251	0.252970051	pe	0.072826642	31	0.27	WT
wtfucci-hyd-mn-f01-r3-c1_S8_.trimmed.mdup.bam	1	G	0.01302118	0.268720993	0.256025395	0.251929774	pe	0.094585678	62	0.52	WT
wtfucci-hyd-mn-f01-r3-c3_S9_.trimmed.mdup.bam	1	G	0.0091884	0.227827618	0.242258863	0.242193724	pe	0.082524119	47	0.36	WT
wtfucci-hyd-mn-f01-r3-c5_S10_.trimmed.mdup.bam	1	G	0.009360725	0.262625706	0.249755149	0.248533566	pe	0.080922702	44	0.35	WT
wtfucci-hyd-mn-f01-r5-c5_S17_.trimmed.mdup.bam	1	G	0.007095725	0.302886304	0.250845062	0.246730492	pe	0.073880439	32	0.26	WT
wtfucci-hyd-mn-f01-r5-c7_S18_.trimmed.mdup.bam	1	G	0.010293826	0.232248521	0.246902924	0.246425345	pe	0.08261034	51	0.39	WT
wtfucci-hyd-mn-f02-r1-c1_S26_.trimmed.mdup.bam	1	G	0.010959713	0.246872599	0.250244327	0.248253634	pe	0.079520427	53	0.42	WT
wtfucci-hyd-mn-f02-r1-c3_S27_.trimmed.mdup.bam	1	G	0.008457313	0.26837118	0.254188611	0.251429096	pe	0.076572741	38	0.31	WT
wtfucci-hyd-mn-f02-r1-c5_S28_.trimmed.mdup.bam	1	G	0.010967011	0.262746371	0.252386868	0.248599751	pe	0.095992939	49	0.41	WT
wtfucci-hyd-mn-f02-r1-c7_S29_.trimmed.mdup.bam	1	G	0.00646056	0.311693	0.255081532	0.250131278	pe	0.087170013	31	0.26	WT
wtfucci-hyd-mn-f02-r2-c2_S30_.trimmed.mdup.bam	1	G	0.009327929	0.296671556	0.255283844	0.251571477	pe	0.071791946	38	0.32	WT
wtfucci-hyd-mn-f02-r2-c4_S31_.trimmed.mdup.bam	1	G	0.012084989	0.269247302	0.251854856	0.248735831	pe	0.079802295	51	0.42	WT
wtfucci-hyd-mn-f02-r2-c6_S32_.trimmed.mdup.bam	1	G	0.008173526	0.33161412	0.255924559	0.249110014	pe	0.095976121	33	0.29	WT
wtfucci-hyd-mn-f02-r3-c1_S33_.trimmed.mdup.bam	1	G	0.009856464	0.286323125	0.254872918	0.250581401	pe	0.090078699	42	0.35	WT
wtfucci-hyd-mn-f02-r3-c5_S35_.trimmed.mdup.bam	1	G	0.010552769	0.299544236	0.244497787	0.239606728	pe	0.072593039	40	0.35	WT
wtfucci-hyd-mn-f02-r4-c4_S38_.trimmed.mdup.bam	1	G	0.008979684	0.293416008	0.253642582	0.249778494	pe	0.075350353	36	0.3	WT
wtfucci-hyd-mn-f02-r4-c6_S39_.trimmed.mdup.bam	1	G	0.00842107	0.307737936	0.25353998	0.248515579	pe	0.08029236	34	0.29	WT
wtfucci-hyd-mn-f02-r5-c3_S41_.trimmed.mdup.bam	1	G	0.008290438	0.322593863	0.254506397	0.248072569	pe	0.087151306	31	0.27	WT
wtfucci-hyd-mn-f02-r5-c5_S42_.trimmed.mdup.bam	1	G	0.013621194	0.252500732	0.253241749	0.251251491	pe	0.098662042	58	0.46	WT
wtfucci-hyd-mn-f02-r5-c7_S43_.trimmed.mdup.bam	1	G	0.008216844	0.320142461	0.255734936	0.248770321	pe	0.083063258	33	0.29	WT
wtfucci-hyd-mn-f02-r6-c2_S44_.trimmed.mdup.bam	1	G	0.008718194	0.321772087	0.253201135	0.245522402	pe	0.108801526	34	0.3	WT
wtfucci-hyd-mn-f02-r6-c4_S45_.trimmed.mdup.bam	1	G	0.011957015	0.257914528	0.25294882	0.250267738	pe	0.063664268	50	0.41	WT
wtfucci-hyd-mn-f02-r7-c3_S48_.trimmed.mdup.bam	1	G	0.012472938	0.270885937	0.252175373	0.247696841	pe	0.117977102	53	0.43	WT
wtfucci-hyd-mn-f02-r7-c5_S49_.trimmed.mdup.bam	1	G	0.009418148	0.284293993	0.251405836	0.248215749	pe	0.103590472	41	0.33	WT
wtfucci-hyd-mn-f03-r1-c1_S51_.trimmed.mdup.bam	1	G	0.007149415	0.279776153	0.251632028	0.248202162	pe	0.078793831	35	0.29	WT
wtfucci-hyd-mn-f03-r1-c3_S52_.trimmed.mdup.bam	1	G	0.022080129	0.234335413	0.249616452	0.246666432	pe	0.10548248	100	0.8	WT
wtfucci-hyd-mn-f03-r1-c5_S53_.trimmed.mdup.bam	1	G	0.009283978	0.330341316	0.25045583	0.240587562	pe	0.092573857	38	0.34	WT
wtfucci-hyd-mn-f03-r1-c7_S54_.trimmed.mdup.bam	1	G	0.015068943	0.238042433	0.250441545	0.248555593	pe	0.090444851	74	0.59	WT
wtfucci-hyd-mn-f03-r2-c4_S56_.trimmed.mdup.bam	1	G	0.018682146	0.220338624	0.249769519	0.247747317	pe	0.078196023	87	0.68	WT
wtfucci-hyd-mn-f03-r2-c6_S57_.trimmed.mdup.bam	1	G	0.015253746	0.264750953	0.254158009	0.251160454	pe	0.088989802	67	0.55	WT
wtfucci-hyd-mn-f03-r3-c1_S58_.trimmed.mdup.bam	1	G	0.05149559	0.176382786	0.241614806	0.24156647	pe	0.066905078	279	2.09	WT
wtfucci-hyd-mn-f03-r3-c3_S59_.trimmed.mdup.bam	1	G	0.008339129	0.287794501	0.256246069	0.251704883	pe	0.069460606	37	0.32	WT
wtfucci-hyd-mn-f03-r3-c5_S60_.trimmed.mdup.bam	1	G	0.011961251	0.258501291	0.249182639	0.246597275	pe	0.075283769	54	0.43	WT
wtfucci-hyd-mn-f03-r3-c7_S61_.trimmed.mdup.bam	1	G	0.010982663	0.267507314	0.257873129	0.253872137	pe	0.087992615	48	0.4	WT
wtfucci-hyd-mn-f03-r4-c2_S62_.trimmed.mdup.bam	1	G	0.007126326	0.303492634	0.252757324	0.248372757	pe	0.078048611	32	0.27	WT
wtfucci-hyd-mn-f03-r4-c4_S63_.trimmed.mdup.bam	1	G	0.016404576	0.263734252	0.255680456	0.251139619	pe	0.101000193	69	0.58	WT
wtfucci-hyd-mn-f03-r4-c6_S64_.trimmed.mdup.bam	1	G	0.014157243	0.247581874	0.251137124	0.248505089	pe	0.086094766	65	0.52	WT
wtfucci-hyd-mn-f03-r5-c3_S66_.trimmed.mdup.bam	1	G	0.033371672	0.231951359	0.253839344	0.250744302	pe	0.080101401	146	1.19	WT
wtfucci-hyd-mn-f03-r5-c7_S68_.trimmed.mdup.bam	1	G	0.008074963	0.33570131	0.249490947	0.240311551	pe	0.085155146	32	0.3	WT
wtfucci-hyd-mn-f03-r6-c2_S69_.trimmed.mdup.bam	1	G	0.007374095	0.28903044	0.24820443	0.242938786	pe	0.070571666	32	0.28	WT
wtfucci-hyd-mn-f03-r6-c6_S71_.trimmed.mdup.bam	1	G	0.023177862	0.190133835	0.23792519	0.237543171	pe	0.054594515	124	0.95	WT
wtfucci-hyd-mn-f03-r7-c5_S74_.trimmed.mdup.bam	1	G	0.010188809	0.277543747	0.248691454	0.244485348	pe	0.081966706	48	0.4	WT
zeid_BLM_UV300s_hoechst3_cluster14_well10_S451_.trimmed.mdup.bam	2	P	0.129365277	0.103246389	0.195968357	0.195583729	pe	0.050547183	580	4.21	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well12_S453_.trimmed.mdup.bam	2	P	0.138665835	0.171169833	0.220261007	0.217223216	pe	0	632	4.89	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam	2	G	0.156131508	0.086625997	0.182767641	0.178276051	pe	0.03496012	738	5.23	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well17_S458_.trimmed.mdup.bam	2	G	0.011881732	0.173368179	0.216707119	0.216536648	pe	0.063888044	72	0.53	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam	2	G	0.168466257	0.083775396	0.1805505	0.177457857	pe	0.024199948	771	5.48	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well20_S461_.trimmed.mdup.bam	2	G	0.148297829	0.095689772	0.184437039	0.180717509	pe	0.043889734	723	5.14	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam	2	G	0.050987561	0.131764968	0.207534719	0.206473293	pe	0.044454824	223	1.61	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam	2	G	0.068297609	0.09931731	0.188514281	0.187880144	pe	0.025926073	382	2.79	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well25_S466_.trimmed.mdup.bam	2	P	0.030373619	0.120329163	0.227108167	0.225923174	pe	0.3	191	1.38	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well26_S467_.trimmed.mdup.bam	2	P	0.069084044	0.158167887	0.232066518	0.229523829	pe	0.129261043	375	2.91	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam	2	G	0.063624394	0.111784689	0.253321762	0.252965184	pe	0.021057086	338	2.48	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_.trimmed.mdup.bam	2	G	0.052410636	0.107942843	0.19370921	0.192342255	pe	0.03312212	295	2.13	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well32_S473_.trimmed.mdup.bam	2	G	0.196613867	0.095228726	0.218823631	0.217586674	pe	0.047338867	798	5.71	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_.trimmed.mdup.bam	2	G	0.063600587	0.108519672	0.22046918	0.217713557	pe	0.0176151	342	2.45	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam	2	G	0.035702431	0.111906052	0.186697813	0.185120423	pe	0.034618112	219	1.58	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well38_S479_.trimmed.mdup.bam	2	P	0.133417762	0.091943085	0.212060689	0.211842351	pe	0	637	4.69	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well39_S480_.trimmed.mdup.bam	2	P	0.049296572	0.152189225	0.220175787	0.218981315	pe	0.1337205	283	2.15	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well40_S481_.trimmed.mdup.bam	2	P	0.088949831	0.121119898	0.193704821	0.18672146	pe	0.037498727	497	3.48	BLM
zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_.trimmed.mdup.bam	2	G	0.029810441	0.1174714	0.195622366	0.193469151	pe	0.024894287	186	1.35	BLM
zeid_RECQ5_UV300s_hoechst3_cluster15_well10_S500_.trimmed.mdup.bam	2	G	0.025627739	0.122806481	0.283425253	0.283410857	pe	0.071699218	158	1.18	RECQL5
zeid_RECQ5_UV300s_hoechst3_cluster15_well12_S502_.trimmed.mdup.bam	2	P	0.024219709	0.143688708	0.202151647	0.201898519	pe	0.173325397	153	1.12	RECQL5
zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_.trimmed.mdup.bam	2	G	0.027963642	0.121536621	0.197466974	0.195613267	pe	0.095609313	177	1.27	RECQL5
zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_.trimmed.mdup.bam	2	G	0.011058491	0.166535913	0.205519468	0.204819739	pe	0.104854608	73	0.53	RECQL5
zeid_RECQ5_UV300s_hoechst3_cluster15_well17_S507_.trimmed.mdup.bam	2	G	0.00811522	0.211944156	0.221361473	0.221076249	pe	0.101748271	52	0.39	RECQL5
zeid_RECQ5_UV300s_hoechst3_cluster15_well18_S508_.trimmed.mdup.bam	2	P	0.009221188	0.217487658	0.231118035	0.23051988	pe	0.152869131	58	0.44	RECQL5
zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_.trimmed.mdup.bam	2	G	0.030415233	0.121079453	0.192731892	0.190716599	pe	0.137100964	192	1.38	RECQL5
zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_.trimmed.mdup.bam	2	G	0.020716305	0.138708494	0.210479853	0.209712477	pe	0.059528791	131	0.95	RECQL5
zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam	2	G	0.008430383	0.178198194	0.205993266	0.205540035	pe	0.051268262	56	0.41	RECQL5
zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam	2	G	0.018318164	0.135791888	0.19126059	0.189761084	pe	0.100002733	118	0.86	RECQL5
