library	background	reads.per.mb	coverage
wtfucci-hyd-a1h5-f10-r2-c4_S181_.trimmed.mdup.bam	0.101045983816854	112	0.91
wtfucci-hyd-a1h5-f10-r2-c2_S180_.trimmed.mdup.bam	0.135578818571137	38	0.32
wtfucci-hyd-a1h5-f10-r1-c7_S179_.trimmed.mdup.bam	0.148443038664994	79	0.69
wtfucci-hyd-a1h5-f10-r1-c5_S178_.trimmed.mdup.bam	0.130374873353597	40	0.34
wtfucci-hyd-a1h5-f10-r1-c1_S176_.trimmed.mdup.bam	0.0837226476584951	42	0.35
wtfucci-hyd-a1h5-f09-r7-c3_S173_.trimmed.mdup.bam	0.0706304255530564	120	1
wtfucci-hyd-a1h5-f09-r7-c1_S172_.trimmed.mdup.bam	0.0677757213404181	141	1.14
wtfucci-hyd-a1h5-f09-r6-c6_S171_.trimmed.mdup.bam	0.103967495219885	67	0.56
wtfucci-hyd-a1h5-f09-r6-c4_S170_.trimmed.mdup.bam	0.0782316086932272	34	0.29
wtfucci-hyd-a1h5-f09-r6-c2_S169_.trimmed.mdup.bam	0.0325526002381898	387	2.92
wtfucci-hyd-a1h5-f09-r5-c7_S168_.trimmed.mdup.bam	0.109601274018068	83	0.71
wtfucci-hyd-a1h5-f09-r5-c5_S167_.trimmed.mdup.bam	0.0825590152998644	146	1.19
wtfucci-hyd-a1h5-f09-r5-c3_S166_.trimmed.mdup.bam	0.100708014188775	141	1.16
wtfucci-hyd-a1h5-f09-r5-c1_S165_.trimmed.mdup.bam	0.102404897933488	94	0.77
wtfucci-hyd-a1h5-f09-r4-c6_S164_.trimmed.mdup.bam	0.0578602889141602	212	1.72
wtfucci-hyd-a1h5-f09-r4-c4_S163_.trimmed.mdup.bam	0.0764825878777974	141	1.18
wtfucci-hyd-a1h5-f09-r4-c2_S162_.trimmed.mdup.bam	0.0776699729486023	101	0.83
wtfucci-hyd-a1h5-f09-r3-c7_S161_.trimmed.mdup.bam	0.0894592833876221	68	0.57
wtfucci-hyd-a1h5-f09-r3-c5_S160_.trimmed.mdup.bam	0.0730005386461095	155	1.26
wtfucci-hyd-a1h5-f09-r3-c3_S159_.trimmed.mdup.bam	0.11500931162623	101	0.84
wtfucci-hyd-a1h5-f09-r2-c6_S157_.trimmed.mdup.bam	0.0799559429050787	95	0.77
wtfucci-hyd-a1h5-f09-r2-c4_S156_.trimmed.mdup.bam	0.0597816078893856	171	1.35
wtfucci-hyd-a1h5-f09-r2-c2_S155_.trimmed.mdup.bam	0.0774397770558345	139	1.14
wtfucci-hyd-a1h5-f09-r1-c7_S154_.trimmed.mdup.bam	0.0769332853864858	123	1.02
wtfucci-hyd-a1h5-f09-r1-c5_S153_.trimmed.mdup.bam	0.102719065895454	81	0.68
wtfucci-hyd-a1h5-f09-r1-c3_S152_.trimmed.mdup.bam	0.0801600441501104	137	1.15
wt-fucci-single-c8-w9_.trimmed.mdup.bam	0.225033288948069	4	0.04
wt-fucci-single-c8-w9-_.trimmed.mdup.bam	0.225033288948069	4	0.04
wt-fucci-single-c8-w8_.trimmed.mdup.bam	0.0544642857142857	3	0.02
wt-fucci-single-c8-w8-_.trimmed.mdup.bam	0.0544642857142857	3	0.02
wt-fucci-single-c8-w7_.trimmed.mdup.bam	0.104166666666667	2	0.02
wt-fucci-single-c8-w7-_.trimmed.mdup.bam	0.104166666666667	2	0.02
wt-fucci-single-c8-w6_.trimmed.mdup.bam	0.0422842197035745	2	0.02
wt-fucci-single-c8-w6-_.trimmed.mdup.bam	0.0422842197035745	2	0.02
wt-fucci-single-c8-w5_.trimmed.mdup.bam	0.159667194928685	11	0.09
wt-fucci-single-c8-w5-_.trimmed.mdup.bam	0.159667194928685	11	0.09
wt-fucci-single-c8-w4_.trimmed.mdup.bam	0.204537398085785	10	0.09
wt-fucci-single-c8-w49_.trimmed.mdup.bam	0.22022022022022	11	0.09
wt-fucci-single-c8-w49-_.trimmed.mdup.bam	0.22022022022022	11	0.09
wt-fucci-single-c8-w48_.trimmed.mdup.bam	0.271181199752628	11	0.09
wt-fucci-single-c8-w48-_.trimmed.mdup.bam	0.271181199752628	11	0.09
wt-fucci-single-c8-w47_.trimmed.mdup.bam	0.0851063829787234	0	0
wt-fucci-single-c8-w47-_.trimmed.mdup.bam	0.0851063829787234	0	0
wt-fucci-single-c8-w46_.trimmed.mdup.bam	0.0737927292457949	2	0.02
wt-fucci-single-c8-w46-_.trimmed.mdup.bam	0.0737927292457949	2	0.02
wt-fucci-single-c8-w45_.trimmed.mdup.bam	0.5	0	0
wt-fucci-single-c8-w44_.trimmed.mdup.bam	0.0340367597004765	1	0.01
wt-fucci-single-c8-w44-_.trimmed.mdup.bam	0.0340367597004765	1	0.01
wt-fucci-single-c8-w43_.trimmed.mdup.bam	0.253879310344828	14	0.11
wt-fucci-single-c8-w43-_.trimmed.mdup.bam	0.253879310344828	14	0.11
wt-fucci-single-c8-w42_.trimmed.mdup.bam	0.313978494623656	14	0.12
wt-fucci-single-c8-w42-_.trimmed.mdup.bam	0.313978494623656	14	0.12
wt-fucci-single-c8-w41_.trimmed.mdup.bam	0.5	1	0.01
wt-fucci-single-c8-w41-_.trimmed.mdup.bam	0.5	1	0.01
wt-fucci-single-c8-w40_.trimmed.mdup.bam	0.277661795407098	3	0.03
wt-fucci-single-c8-w40-_.trimmed.mdup.bam	0.277661795407098	3	0.03
wt-fucci-single-c8-w4-_.trimmed.mdup.bam	0.204537398085785	10	0.09
wt-fucci-single-c8-w3_.trimmed.mdup.bam	0.114324142568931	8	0.07
wt-fucci-single-c8-w39_.trimmed.mdup.bam	0	27	0.21
wt-fucci-single-c8-w39-_.trimmed.mdup.bam	0	27	0.21
wt-fucci-single-c8-w38_.trimmed.mdup.bam	0.0458952811893988	2	0.01
wt-fucci-single-c8-w38-_.trimmed.mdup.bam	0.0458952811893988	2	0.01
wt-fucci-single-c8-w37_.trimmed.mdup.bam	0.0689655172413793	2	0.02
wt-fucci-single-c8-w37-_.trimmed.mdup.bam	0.0689655172413793	2	0.02
wt-fucci-single-c8-w36_.trimmed.mdup.bam	0.5	0	0
wt-fucci-single-c8-w35_.trimmed.mdup.bam	0.10011041589989	6	0.05
wt-fucci-single-c8-w35-_.trimmed.mdup.bam	0.10011041589989	6	0.05
wt-fucci-single-c8-w34_.trimmed.mdup.bam	0.0786924939467312	1	0.01
wt-fucci-single-c8-w34-_.trimmed.mdup.bam	0.0786924939467312	1	0.01
wt-fucci-single-c8-w33_.trimmed.mdup.bam	0.407407407407407	2	0.02
wt-fucci-single-c8-w33-_.trimmed.mdup.bam	0.407407407407407	2	0.02
wt-fucci-single-c8-w32_.trimmed.mdup.bam	0.0334620334620335	1	0.01
wt-fucci-single-c8-w32-_.trimmed.mdup.bam	0.0334620334620335	1	0.01
wt-fucci-single-c8-w31_.trimmed.mdup.bam	0.308045977011494	18	0.16
wt-fucci-single-c8-w31-_.trimmed.mdup.bam	0.308045977011494	18	0.16
wt-fucci-single-c8-w30_.trimmed.mdup.bam	0.0631623569309029	1	0.01
wt-fucci-single-c8-w30-_.trimmed.mdup.bam	0.0631623569309029	1	0.01
wt-fucci-single-c8-w3-_.trimmed.mdup.bam	0.114324142568931	8	0.07
wt-fucci-single-c8-w2_.trimmed.mdup.bam	0.10844629822732	8	0.07
wt-fucci-single-c8-w29_.trimmed.mdup.bam	0.5	0	0
wt-fucci-single-c8-w28_.trimmed.mdup.bam	0.228710462287105	3	0.03
wt-fucci-single-c8-w28-_.trimmed.mdup.bam	0.228710462287105	3	0.03
wt-fucci-single-c8-w27_.trimmed.mdup.bam	0.145494830132939	7	0.05
wt-fucci-single-c8-w27-_.trimmed.mdup.bam	0.145494830132939	7	0.05
wt-fucci-single-c8-w26_.trimmed.mdup.bam	0.428571428571429	0	0
wt-fucci-single-c8-w24_.trimmed.mdup.bam	0.5	0	0
wt-fucci-single-c8-w23_.trimmed.mdup.bam	0.4	0	0
wt-fucci-single-c8-w22_.trimmed.mdup.bam	0	1	0.01
wt-fucci-single-c8-w22-_.trimmed.mdup.bam	0	1	0.01
wt-fucci-single-c8-w21_.trimmed.mdup.bam	0.0625	1	0.01
wt-fucci-single-c8-w21-_.trimmed.mdup.bam	0.0625	1	0.01
wt-fucci-single-c8-w20_.trimmed.mdup.bam	0.154438173422268	10	0.08
wt-fucci-single-c8-w20-_.trimmed.mdup.bam	0.154438173422268	10	0.08
wt-fucci-single-c8-w2-_.trimmed.mdup.bam	0.10844629822732	8	0.07
wt-fucci-single-c8-w1_.trimmed.mdup.bam	0.0353330184222957	9	0.07
wt-fucci-single-c8-w19_.trimmed.mdup.bam	0.113636363636364	0	0
wt-fucci-single-c8-w18_.trimmed.mdup.bam	0.0593028519692168	1	0.01
wt-fucci-single-c8-w18-_.trimmed.mdup.bam	0.0593028519692168	1	0.01
wt-fucci-single-c8-w17_.trimmed.mdup.bam	0	2	0.02
wt-fucci-single-c8-w17-_.trimmed.mdup.bam	0	2	0.02
wt-fucci-single-c8-w16_.trimmed.mdup.bam	0.361963190184049	2	0.02
wt-fucci-single-c8-w16-_.trimmed.mdup.bam	0.361963190184049	2	0.02
wt-fucci-single-c8-w15_.trimmed.mdup.bam	0.5	0	0
wt-fucci-single-c8-w14_.trimmed.mdup.bam	0.340751730959446	24	0.19
wt-fucci-single-c8-w14-_.trimmed.mdup.bam	0.340751730959446	24	0.19
wt-fucci-single-c8-w13_.trimmed.mdup.bam	0.5	0	0
wt-fucci-single-c8-w12_.trimmed.mdup.bam	0.293838862559242	3	0.03
wt-fucci-single-c8-w12-_.trimmed.mdup.bam	0.293838862559242	3	0.03
wt-fucci-single-c8-w11_.trimmed.mdup.bam	0.262975778546713	17	0.14
wt-fucci-single-c8-w11-_.trimmed.mdup.bam	0.262975778546713	17	0.14
wt-fucci-single-c8-w10_.trimmed.mdup.bam	0.025887573964497	10	0.08
wt-fucci-single-c8-w10-_.trimmed.mdup.bam	0.025887573964497	10	0.08
wt-fucci-single-c8-w1-_.trimmed.mdup.bam	0.0353330184222957	9	0.07
wt-fucci-single-c7-w9_.trimmed.mdup.bam	0.4	0	0
wt-fucci-single-c7-w8_.trimmed.mdup.bam	0.277966101694915	8	0.07
wt-fucci-single-c7-w8-_.trimmed.mdup.bam	0.277966101694915	8	0.07
wt-fucci-single-c7-w7_.trimmed.mdup.bam	0.5	0	0
wt-fucci-single-c7-w6_.trimmed.mdup.bam	0.0641302216120808	5	0.04
wt-fucci-single-c7-w6-_.trimmed.mdup.bam	0.0641302216120808	5	0.04
wt-fucci-single-c7-w5_.trimmed.mdup.bam	0.0547131147540984	4	0.03
wt-fucci-single-c7-w5-_.trimmed.mdup.bam	0.0547131147540984	4	0.03
wt-fucci-single-c7-w4_.trimmed.mdup.bam	0.111165048543689	8	0.07
wt-fucci-single-c7-w49_.trimmed.mdup.bam	0.124636778746368	14	0.12
wt-fucci-single-c7-w49-_.trimmed.mdup.bam	0.124636778746368	14	0.12
wt-fucci-single-c7-w48_.trimmed.mdup.bam	0.1384	4	0.04
wt-fucci-single-c7-w48-_.trimmed.mdup.bam	0.1384	4	0.04
wt-fucci-single-c7-w47_.trimmed.mdup.bam	0.214228617106315	12	0.1
wt-fucci-single-c7-w47-_.trimmed.mdup.bam	0.214228617106315	12	0.1
wt-fucci-single-c7-w46_.trimmed.mdup.bam	0.16562962962963	12	0.1
wt-fucci-single-c7-w46-_.trimmed.mdup.bam	0.16562962962963	12	0.1
wt-fucci-single-c7-w45_.trimmed.mdup.bam	0.105064325096998	11	0.09
wt-fucci-single-c7-w45-_.trimmed.mdup.bam	0.105064325096998	11	0.09
wt-fucci-single-c7-w44_.trimmed.mdup.bam	0.5	0	0
wt-fucci-single-c7-w43_.trimmed.mdup.bam	0.226218097447796	9	0.08
wt-fucci-single-c7-w43-_.trimmed.mdup.bam	0.226218097447796	9	0.08
wt-fucci-single-c7-w42_.trimmed.mdup.bam	0.280106453759148	7	0.07
wt-fucci-single-c7-w42-_.trimmed.mdup.bam	0.280106453759148	7	0.07
wt-fucci-single-c7-w41_.trimmed.mdup.bam	0.0772089182493807	3	0.02
wt-fucci-single-c7-w41-_.trimmed.mdup.bam	0.0772089182493807	3	0.02
wt-fucci-single-c7-w40_.trimmed.mdup.bam	0.071809801067443	6	0.05
wt-fucci-single-c7-w40-_.trimmed.mdup.bam	0.071809801067443	6	0.05
wt-fucci-single-c7-w4-_.trimmed.mdup.bam	0.111165048543689	8	0.07
wt-fucci-single-c7-w3_.trimmed.mdup.bam	0.36908962597036	8	0.07
wt-fucci-single-c7-w39_.trimmed.mdup.bam	0.4	4	0.04
wt-fucci-single-c7-w39-_.trimmed.mdup.bam	0.4	4	0.04
wt-fucci-single-c7-w38_.trimmed.mdup.bam	0.090519877675841	4	0.03
wt-fucci-single-c7-w38-_.trimmed.mdup.bam	0.090519877675841	4	0.03
wt-fucci-single-c7-w37_.trimmed.mdup.bam	0.0259561355809317	17	0.13
wt-fucci-single-c7-w37-_.trimmed.mdup.bam	0.0259561355809317	17	0.13
wt-fucci-single-c7-w36_.trimmed.mdup.bam	0.278752436647173	24	0.2
wt-fucci-single-c7-w36-_.trimmed.mdup.bam	0.278752436647173	24	0.2
wt-fucci-single-c7-w35_.trimmed.mdup.bam	0.5	0	0
wt-fucci-single-c7-w34_.trimmed.mdup.bam	0.5	0	0
wt-fucci-single-c7-w33_.trimmed.mdup.bam	0.111111111111111	6	0.06
wt-fucci-single-c7-w33-_.trimmed.mdup.bam	0.111111111111111	6	0.06
wt-fucci-single-c7-w32_.trimmed.mdup.bam	0.125388601036269	6	0.06
wt-fucci-single-c7-w32-_.trimmed.mdup.bam	0.125388601036269	6	0.06
wt-fucci-single-c7-w31_.trimmed.mdup.bam	0.185961043733921	11	0.1
wt-fucci-single-c7-w31-_.trimmed.mdup.bam	0.185961043733921	11	0.1
wt-fucci-single-c7-w30_.trimmed.mdup.bam	0.0236096537250787	2	0.02
wt-fucci-single-c7-w30-_.trimmed.mdup.bam	0.0236096537250787	2	0.02
wt-fucci-single-c7-w3-_.trimmed.mdup.bam	0.36908962597036	8	0.07
wt-fucci-single-c7-w2_.trimmed.mdup.bam	0.295053003533569	23	0.2
wt-fucci-single-c7-w29_.trimmed.mdup.bam	0.0730337078651685	2	0.01
wt-fucci-single-c7-w29-_.trimmed.mdup.bam	0.0730337078651685	2	0.01
wt-fucci-single-c7-w28_.trimmed.mdup.bam	0.175126903553299	2	0.01
wt-fucci-single-c7-w28-_.trimmed.mdup.bam	0.175126903553299	2	0.01
wt-fucci-single-c7-w27_.trimmed.mdup.bam	0.0251619067841597	6	0.05
wt-fucci-single-c7-w27-_.trimmed.mdup.bam	0.0251619067841597	6	0.05
wt-fucci-single-c7-w26_.trimmed.mdup.bam	0.227941176470588	16	0.13
wt-fucci-single-c7-w26-_.trimmed.mdup.bam	0.227941176470588	16	0.13
wt-fucci-single-c7-w24_.trimmed.mdup.bam	0.426294820717131	7	0.06
wt-fucci-single-c7-w24-_.trimmed.mdup.bam	0.426294820717131	7	0.06
wt-fucci-single-c7-w23_.trimmed.mdup.bam	0	8	0.07
wt-fucci-single-c7-w23-_.trimmed.mdup.bam	0	8	0.07
wt-fucci-single-c7-w22_.trimmed.mdup.bam	0.248352338110681	22	0.18
wt-fucci-single-c7-w22-_.trimmed.mdup.bam	0.248352338110681	22	0.18
wt-fucci-single-c7-w21_.trimmed.mdup.bam	0.176100628930818	5	0.04
wt-fucci-single-c7-w21-_.trimmed.mdup.bam	0.176100628930818	5	0.04
wt-fucci-single-c7-w20_.trimmed.mdup.bam	0.0769927536231884	7	0.06
wt-fucci-single-c7-w20-_.trimmed.mdup.bam	0.0769927536231884	7	0.06
wt-fucci-single-c7-w2-_.trimmed.mdup.bam	0.295053003533569	23	0.2
wt-fucci-single-c7-w1_.trimmed.mdup.bam	0.201932689103632	9	0.08
wt-fucci-single-c7-w19_.trimmed.mdup.bam	0	14	0.12
wt-fucci-single-c7-w19-_.trimmed.mdup.bam	0	14	0.12
wt-fucci-single-c7-w18_.trimmed.mdup.bam	0.5	0	0
wt-fucci-single-c7-w17_.trimmed.mdup.bam	0.392561983471074	3	0.03
wt-fucci-single-c7-w17-_.trimmed.mdup.bam	0.392561983471074	3	0.03
wt-fucci-single-c7-w16_.trimmed.mdup.bam	0.338884263114072	9	0.08
wt-fucci-single-c7-w16-_.trimmed.mdup.bam	0.338884263114072	9	0.08
wt-fucci-single-c7-w15_.trimmed.mdup.bam	0.342809364548495	7	0.06
wt-fucci-single-c7-w15-_.trimmed.mdup.bam	0.342809364548495	7	0.06
wt-fucci-single-c7-w14_.trimmed.mdup.bam	0.262486716259299	6	0.05
wt-fucci-single-c7-w14-_.trimmed.mdup.bam	0.262486716259299	6	0.05
wt-fucci-single-c7-w13_.trimmed.mdup.bam	0.5	0	0
wt-fucci-single-c7-w12_.trimmed.mdup.bam	0.276565995525727	11	0.1
wt-fucci-single-c7-w12-_.trimmed.mdup.bam	0.276565995525727	11	0.1
wt-fucci-single-c7-w11_.trimmed.mdup.bam	0.139583333333333	11	0.09
wt-fucci-single-c7-w11-_.trimmed.mdup.bam	0.139583333333333	11	0.09
wt-fucci-single-c7-w10_.trimmed.mdup.bam	0.103128621089224	5	0.04
wt-fucci-single-c7-w10-_.trimmed.mdup.bam	0.103128621089224	5	0.04
wt-fucci-single-c7-w1-_.trimmed.mdup.bam	0.201932689103632	9	0.08
wt-fucci-single-c15-w9-3d6_S575_.trimmed.mdup.bam	0.153482880755608	11	0.09
wt-fucci-single-c15-w8-3d6_S574_.trimmed.mdup.bam	0.126643295354952	28	0.23
wt-fucci-single-c15-w49-3d6_S615_.trimmed.mdup.bam	0.20847280334728	26	0.21
wt-fucci-single-c15-w48-3d6_S614_.trimmed.mdup.bam	0.18220539517274	11	0.09
wt-fucci-single-c15-w47-3d6_S613_.trimmed.mdup.bam	0.232841007819288	18	0.14
wt-fucci-single-c15-w46-3d6_S612_.trimmed.mdup.bam	0.17947332883187	18	0.15
wt-fucci-single-c15-w45-3d6_S611_.trimmed.mdup.bam	0.014177175530665	29	0.22
wt-fucci-single-c15-w44-3d6_S610_.trimmed.mdup.bam	0.279015240328253	5	0.04
wt-fucci-single-c15-w43-3d6_S609_.trimmed.mdup.bam	0.194154488517745	10	0.08
wt-fucci-single-c15-w42-3d6_S608_.trimmed.mdup.bam	0.114105396023982	22	0.18
wt-fucci-single-c15-w40-3d6_S606_.trimmed.mdup.bam	0.204488778054863	22	0.19
wt-fucci-single-c15-w4-3d6_S570_.trimmed.mdup.bam	0.0465181058495822	7	0.05
wt-fucci-single-c15-w39-3d6_S605_.trimmed.mdup.bam	0.270160745643658	18	0.16
wt-fucci-single-c15-w38-3d6_S604_.trimmed.mdup.bam	0.140476617093711	13	0.11
wt-fucci-single-c15-w36-3d6_S602_.trimmed.mdup.bam	0.0192386076465313	19	0.15
wt-fucci-single-c15-w35-3d6_S601_.trimmed.mdup.bam	0.0979301423027167	8	0.06
wt-fucci-single-c15-w34-3d6_S600_.trimmed.mdup.bam	0.0954140769359987	17	0.14
wt-fucci-single-c15-w33-3d6_S599_.trimmed.mdup.bam	0.191704846877261	14	0.12
wt-fucci-single-c15-w30-3d6_S596_.trimmed.mdup.bam	0.0198845413726748	13	0.1
wt-fucci-single-c15-w3-3d6_S569_.trimmed.mdup.bam	0.238680465717982	11	0.1
wt-fucci-single-c15-w29-3d6_S595_.trimmed.mdup.bam	0.0421931278943457	19	0.14
wt-fucci-single-c15-w28-3d6_S594_.trimmed.mdup.bam	0.127388535031847	14	0.11
wt-fucci-single-c15-w27-3d6_S593_.trimmed.mdup.bam	0.220577350111029	43	0.33
wt-fucci-single-c15-w24-3d6_S590_.trimmed.mdup.bam	0.193704600484261	8	0.07
wt-fucci-single-c15-w23-3d6_S589_.trimmed.mdup.bam	0.0326086956521739	0	0.01
wt-fucci-single-c15-w22-3d6_S588_.trimmed.mdup.bam	0.156658626380602	28	0.23
wt-fucci-single-c15-w21-3d6_S587_.trimmed.mdup.bam	0.276112624886467	23	0.19
wt-fucci-single-c15-w20-3d6_S586_.trimmed.mdup.bam	0.250900113157083	17	0.14
wt-fucci-single-c15-w2-3d6_S568_.trimmed.mdup.bam	0.223500095840521	31	0.26
wt-fucci-single-c15-w15-3d6_S581_.trimmed.mdup.bam	0.0958844133099825	27	0.22
wt-fucci-single-c15-w13-3d6_S579_.trimmed.mdup.bam	0.102785842238557	13	0.1
wt-fucci-single-c15-w1-3d6_S567_.trimmed.mdup.bam	0.0874441465594281	22	0.17
wt-fucci-single-c14-w9-3d6_S526_.trimmed.mdup.bam	0.0578438850750064	8	0.06
wt-fucci-single-c14-w8-3d6_S525_.trimmed.mdup.bam	0.111006585136406	17	0.14
wt-fucci-single-c14-w7-3d6_S524_.trimmed.mdup.bam	0.13701250919794	12	0.09
wt-fucci-single-c14-w6-3d6_S523_.trimmed.mdup.bam	0.0293150684931507	4	0.04
wt-fucci-single-c14-w5-3d6_S522_.trimmed.mdup.bam	0.347629796839729	3	0.02
wt-fucci-single-c14-w49-3d6_S566_.trimmed.mdup.bam	0.0141586494826647	7	0.06
wt-fucci-single-c14-w48-3d6_S565_.trimmed.mdup.bam	0.0224274406332454	7	0.05
wt-fucci-single-c14-w47-3d6_S564_.trimmed.mdup.bam	0.0991735537190083	6	0.05
wt-fucci-single-c14-w46-3d6_S563_.trimmed.mdup.bam	0.0475938656795346	9	0.07
wt-fucci-single-c14-w45-3d6_S562_.trimmed.mdup.bam	0.156816507000737	9	0.07
wt-fucci-single-c14-w44-3d6_S561_.trimmed.mdup.bam	0.0733957493336978	13	0.1
wt-fucci-single-c14-w43-3d6_S560_.trimmed.mdup.bam	0.233100233100233	22	0.18
wt-fucci-single-c14-w42-3d6_S559_.trimmed.mdup.bam	0.0556799434362479	12	0.1
wt-fucci-single-c14-w41-3d6_S558_.trimmed.mdup.bam	0.345345345345345	5	0.05
wt-fucci-single-c14-w40-3d6_S557_.trimmed.mdup.bam	0.240518038852914	4	0.04
wt-fucci-single-c14-w39-3d6_S556_.trimmed.mdup.bam	0.26848635235732	7	0.06
wt-fucci-single-c14-w38-3d6_S555_.trimmed.mdup.bam	0.0266909311495299	6	0.05
wt-fucci-single-c14-w37-3d6_S554_.trimmed.mdup.bam	0.0245238716410123	17	0.13
wt-fucci-single-c14-w36-3d6_S553_.trimmed.mdup.bam	0.200498862886069	23	0.19
wt-fucci-single-c14-w35-3d6_S552_.trimmed.mdup.bam	0.0834055459272097	12	0.1
wt-fucci-single-c14-w33-3d6_S550_.trimmed.mdup.bam	0.192118226600985	9	0.08
wt-fucci-single-c14-w31-3d6_S548_.trimmed.mdup.bam	0.0598526703499079	12	0.09
wt-fucci-single-c14-w30-3d6_S547_.trimmed.mdup.bam	0.0749250749250749	7	0.06
wt-fucci-single-c14-w3-3d6_S520_.trimmed.mdup.bam	0	5	0.05
wt-fucci-single-c14-w29-3d6_S546_.trimmed.mdup.bam	0.197775366250678	10	0.08
wt-fucci-single-c14-w28-3d6_S545_.trimmed.mdup.bam	0.18640350877193	5	0.04
wt-fucci-single-c14-w27-3d6_S544_.trimmed.mdup.bam	0.0824622531939605	4	0.04
wt-fucci-single-c14-w26-3d6_S543_.trimmed.mdup.bam	0.217110573042776	6	0.05
wt-fucci-single-c14-w24-3d6_S541_.trimmed.mdup.bam	0.391231028667791	14	0.12
wt-fucci-single-c14-w23-3d6_S540_.trimmed.mdup.bam	0.160888252148997	15	0.12
wt-fucci-single-c14-w22-3d6_S539_.trimmed.mdup.bam	0.177751114158382	19	0.16
wt-fucci-single-c14-w20-3d6_S537_.trimmed.mdup.bam	0.104903078677309	3	0.02
wt-fucci-single-c14-w2-3d6_S519_.trimmed.mdup.bam	0.0205809128630705	8	0.06
wt-fucci-single-c14-w19-3d6_S536_.trimmed.mdup.bam	0.10308257918552	10	0.08
wt-fucci-single-c14-w18-3d6_S535_.trimmed.mdup.bam	0.0203814510097233	8	0.06
wt-fucci-single-c14-w17-3d6_S534_.trimmed.mdup.bam	0.104551045510455	2	0.01
wt-fucci-single-c14-w16-3d6_S533_.trimmed.mdup.bam	0.323439878234399	11	0.09
wt-fucci-single-c14-w15-3d6_S532_.trimmed.mdup.bam	0.409774436090226	2	0.02
wt-fucci-single-c14-w14-3d6_S531_.trimmed.mdup.bam	0.128399311531842	8	0.06
wt-fucci-single-c14-w13-3d6_S530_.trimmed.mdup.bam	0.33046875	16	0.13
wt-fucci-single-c14-w10-3d6_S527_.trimmed.mdup.bam	0.168977857302617	12	0.1
wt-fucci-single-c13-w9-3d6_S497_.trimmed.mdup.bam	0.089787345760042	11	0.08
wt-fucci-single-c13-w49-3d6_S517_.trimmed.mdup.bam	0.166589684372594	28	0.24
wt-fucci-single-c13-w45-3d6_S515_.trimmed.mdup.bam	0.18623204923638	17	0.14
wt-fucci-single-c13-w43-3d6_S514_.trimmed.mdup.bam	0.0817113477781858	21	0.17
wt-fucci-single-c13-w41-3d6_S513_.trimmed.mdup.bam	0.0217340861628896	7	0.05
wt-fucci-single-c13-w35-3d6_S510_.trimmed.mdup.bam	0.118611209023616	19	0.15
wt-fucci-single-c13-w33-3d6_S509_.trimmed.mdup.bam	0.0516311555123331	10	0.08
wt-fucci-single-c13-w27-3d6_S506_.trimmed.mdup.bam	0.166986810090921	23	0.19
wt-fucci-single-c13-w21-3d6_S503_.trimmed.mdup.bam	0.142333088774762	14	0.11
wt-fucci-single-c13-w13-3d6_S499_.trimmed.mdup.bam	0.178102774717019	14	0.11
wt-fucci-single-c13-w11-3d6_S498_.trimmed.mdup.bam	0	0	0
wt-fucci-single-c13-w1-3d6_S493_.trimmed.mdup.bam	0.0307772110313824	17	0.13
wt-fucci-negctrl-c8-w25_.trimmed.mdup.bam	0.5	0	0
wt-fucci-negctrl-c7-w25_.trimmed.mdup.bam	0.375	0	0
wt-fucci-fdu-single-f9-r6-c5_S224_.trimmed.mdup.bam	0.017826879303376	99	0.72
wt-fucci-fdu-single-f9-r6-c4_S223_.trimmed.mdup.bam	0.0238521373993254	73	0.54
wt-fucci-fdu-single-f9-r6-c3_S222_.trimmed.mdup.bam	0.0231777675575004	165	1.21
wt-fucci-fdu-single-f9-r6-c2_S221_.trimmed.mdup.bam	0.0241280764363812	107	0.79
wt-fucci-fdu-single-f9-r5-c6_S220_.trimmed.mdup.bam	0.0200544959128065	59	0.42
wt-fucci-fdu-single-f9-r5-c5_S219_.trimmed.mdup.bam	0.0204558495872126	137	1.01
wt-fucci-fdu-single-f9-r5-c4_S218_.trimmed.mdup.bam	0.0234926513135054	118	0.87
wt-fucci-fdu-single-f9-r5-c2_S216_.trimmed.mdup.bam	0.0224827133093496	88	0.64
wt-fucci-fdu-single-f9-r4-c6_S215_.trimmed.mdup.bam	0.0222327655254391	131	0.96
wt-fucci-fdu-single-f9-r4-c5_S214_.trimmed.mdup.bam	0.0267774119775829	107	0.79
wt-fucci-fdu-single-f9-r4-c4_S213_.trimmed.mdup.bam	0.017722280899004	159	1.13
wt-fucci-fdu-single-f9-r4-c3_S212_.trimmed.mdup.bam	0.0213752893766612	78	0.57
wt-fucci-fdu-single-f9-r4-c2_S211_.trimmed.mdup.bam	0.0366588785046729	30	0.22
wt-fucci-fdu-single-f9-r3-c6_S210_.trimmed.mdup.bam	0.0232235641061649	63	0.43
wt-fucci-fdu-single-f9-r3-c5_S209_.trimmed.mdup.bam	0.0213444430969417	100	0.73
wt-fucci-fdu-single-f9-r3-c4_S208_.trimmed.mdup.bam	0.0302017598435695	48	0.36
wt-fucci-fdu-single-f9-r3-c3_S207_.trimmed.mdup.bam	0.0184862345732286	50	0.37
wt-fucci-fdu-single-f9-r3-c2_S206_.trimmed.mdup.bam	0.0202967986381857	109	0.79
