library	background	reads.per.mb	coverage
kbm7-a1h5-hkt-r70-c31_S1219_.trimmed.mdup.bam	0.08	5	0.04
kbm7-a1h5-hkt-r70-c30_S1218_.trimmed.mdup.bam	0.0337773549000951	3	0.02
kbm7-a1h5-hkt-r70-c29_S1217_.trimmed.mdup.bam	0.0364331210191083	4	0.03
kbm7-a1h5-hkt-r70-c28_S1216_.trimmed.mdup.bam	0.0448998388210914	6	0.05
kbm7-a1h5-hkt-r70-c27_S1215_.trimmed.mdup.bam	0.0260336906584992	6	0.04
kbm7-a1h5-hkt-r69-c34_S1186_.trimmed.mdup.bam	0.0316249571477545	17	0.13
kbm7-a1h5-hkt-r69-c33_S1185_.trimmed.mdup.bam	0.0334006819042808	23	0.17
kbm7-a1h5-hkt-r69-c32_S1184_.trimmed.mdup.bam	0.0259027046817079	33	0.24
kbm7-a1h5-hkt-r69-c31_S1183_.trimmed.mdup.bam	0.028120636693661	31	0.22
kbm7-a1h5-hkt-r69-c30_S1182_.trimmed.mdup.bam	0.0217944890325073	39	0.29
kbm7-a1h5-hkt-r69-c29_S1181_.trimmed.mdup.bam	0.0219135036798148	48	0.35
kbm7-a1h5-hkt-r69-c28_S1180_.trimmed.mdup.bam	0.0263413506012951	34	0.25
kbm7-a1h5-hkt-r69-c27_S1179_.trimmed.mdup.bam	0.0233314593205365	46	0.33
kbm7-a1h5-hkt-r41-c34_S178_.trimmed.mdup.bam	0.0896457983529224	63	0.45
kbm7-a1h5-hkt-r41-c33_S177_.trimmed.mdup.bam	0.0522433467194623	86	0.62
kbm7-a1h5-hkt-r41-c32_S176_.trimmed.mdup.bam	0.0437953127634463	34	0.24
kbm7-a1h5-hkt-r41-c31_S175_.trimmed.mdup.bam	0.0494501308002946	79	0.55
kbm7-a1h5-hkt-r41-c30_S174_.trimmed.mdup.bam	0.0466548499701568	68	0.48
kbm7-a1h5-hkt-r41-c29_S173_.trimmed.mdup.bam	0.115125292951145	86	0.62
kbm7-a1h5-hkt-r41-c28_S172_.trimmed.mdup.bam	0.0449131339881972	83	0.59
kbm7-a1h5-hkt-r41-c27_S171_.trimmed.mdup.bam	0.0522102570544371	69	0.47
kbm7-a1h5-hkt-r41-c26_S170_.trimmed.mdup.bam	0.0538310181786144	69	0.48
kbm7-a1h5-hkt-r41-c25_S169_.trimmed.mdup.bam	0.0545696118439784	93	0.63
kbm7-a1h5-hkt-r41-c24_S168_.trimmed.mdup.bam	0.0559324167447585	87	0.63
kbm7-a1h5-hkt-r41-c23_S167_.trimmed.mdup.bam	0.0550388944417887	72	0.53
kbm7-a1h5-hkt-r41-c22_S166_.trimmed.mdup.bam	0.0509970049378052	70	0.5
kbm7-a1h5-hkt-r41-c20_S164_.trimmed.mdup.bam	0.0481411202473821	82	0.56
kbm7-a1h5-hkt-r40-c34_S142_.trimmed.mdup.bam	0.0557524057414813	59	0.41
kbm7-a1h5-hkt-r40-c32_S140_.trimmed.mdup.bam	0.0468843122971989	52	0.36
kbm7-a1h5-hkt-r40-c31_S139_.trimmed.mdup.bam	0.03959134934324	72	0.51
kbm7-a1h5-hkt-r40-c30_S138_.trimmed.mdup.bam	0.0391422588689147	71	0.5
kbm7-a1h5-hkt-r40-c29_S137_.trimmed.mdup.bam	0.0435552358953789	77	0.56
kbm7-a1h5-hkt-r40-c28_S136_.trimmed.mdup.bam	0.0549343124865883	88	0.64
kbm7-a1h5-hkt-r40-c27_S135_.trimmed.mdup.bam	0.100799957406594	68	0.5
kbm7-a1h5-hkt-r40-c26_S134_.trimmed.mdup.bam	0.0522860606060606	63	0.44
kbm7-a1h5-hkt-r40-c25_S133_.trimmed.mdup.bam	0.0490902479427886	93	0.65
kbm7-a1h5-hkt-r40-c24_S132_.trimmed.mdup.bam	0.0573916393246636	89	0.64
kbm7-a1h5-hkt-r40-c23_S131_.trimmed.mdup.bam	0.0449380474897888	66	0.46
kbm7-a1h5-hkt-r40-c22_S130_.trimmed.mdup.bam	0.0484540760846298	64	0.4
kbm7-a1h5-hkt-r40-c20_S128_.trimmed.mdup.bam	0.0829755050258612	100	0.72
kbm7-a1h5-hkt-r40-c19_S127_.trimmed.mdup.bam	0.0456679209207124	84	0.6
kbm7-a1h5-hkt-r39-c34_S106_.trimmed.mdup.bam	0.057546439628483	52	0.37
kbm7-a1h5-hkt-r39-c33_S105_.trimmed.mdup.bam	0.0443861048340644	80	0.55
kbm7-a1h5-hkt-r39-c32_S104_.trimmed.mdup.bam	0.0496143902545901	72	0.51
kbm7-a1h5-hkt-r39-c31_S103_.trimmed.mdup.bam	0.0733876474978957	80	0.6
kbm7-a1h5-hkt-r39-c30_S102_.trimmed.mdup.bam	0.10027214361966	80	0.58
kbm7-a1h5-hkt-r39-c28_S100_.trimmed.mdup.bam	0.0794692258727905	82	0.57
kbm7-a1h5-hkt-r39-c27_S99_.trimmed.mdup.bam	0.114639896167192	72	0.52
kbm7-a1h5-hkt-r39-c26_S98_.trimmed.mdup.bam	0.0624183793789859	69	0.49
kbm7-a1h5-hkt-r39-c25_S97_.trimmed.mdup.bam	0.0480117478200991	85	0.58
kbm7-a1h5-hkt-r39-c24_S96_.trimmed.mdup.bam	0.0577905567568852	92	0.65
kbm7-a1h5-hkt-r39-c23_S95_.trimmed.mdup.bam	0.0556975724441625	81	0.58
kbm7-a1h5-hkt-r39-c22_S94_.trimmed.mdup.bam	0.0468766915665259	83	0.59
kbm7-a1h5-hkt-r39-c21_S93_.trimmed.mdup.bam	0.0486011649002196	91	0.64
kbm7-a1h5-hkt-r39-c20_S92_.trimmed.mdup.bam	0.0756483686208894	77	0.54
kbm7-a1h5-hkt-r39-c19_S91_.trimmed.mdup.bam	0.0414362822538178	82	0.57
fucciwt_colony_single_c14_w9_3e13_S80_.trimmed.mdup.bam	0	828	5.68
fucciwt_colony_single_c14_w7_3e13_S79_.trimmed.mdup.bam	0	0	0
fucciwt_colony_single_c14_w5_3e13_S78_.trimmed.mdup.bam	0.134484214932558	1034	7.25
fucciwt_colony_single_c14_w49_3e13_S100_.trimmed.mdup.bam	0.151515151515152	0	0
fucciwt_colony_single_c14_w47_3e13_S99_.trimmed.mdup.bam	0.4	0	0
fucciwt_colony_single_c14_w45_3e13_S98_.trimmed.mdup.bam	0.2875	360	2.62
fucciwt_colony_single_c14_w43_3e13_S97_.trimmed.mdup.bam	0	0	0
fucciwt_colony_single_c14_w41_3e13_S96_.trimmed.mdup.bam	0.333333333333333	0	0
fucciwt_colony_single_c14_w3_3e13_S77_.trimmed.mdup.bam	0.0980076730510006	1164	7.89
fucciwt_colony_single_c14_w39_3e13_S95_.trimmed.mdup.bam	0	0	0
fucciwt_colony_single_c14_w37_3e13_S94_.trimmed.mdup.bam	0.4	0	0
fucciwt_colony_single_c14_w35_3e13_S93_.trimmed.mdup.bam	0.5	0	0
fucciwt_colony_single_c14_w33_3e13_S92_.trimmed.mdup.bam	0	729	4.91
fucciwt_colony_single_c14_w31_3e13_S91_.trimmed.mdup.bam	0.333333333333333	0	0
fucciwt_colony_single_c14_w29_3e13_S90_.trimmed.mdup.bam	0.0783493073285063	377	2.6
fucciwt_colony_single_c14_w27_3e13_S89_.trimmed.mdup.bam	0	692	4.62
fucciwt_colony_single_c14_w25_3e13_S88_.trimmed.mdup.bam	0.5	0	0
fucciwt_colony_single_c14_w23_3e13_S87_.trimmed.mdup.bam	0	1	0.01
fucciwt_colony_single_c14_w21_3e13_S86_.trimmed.mdup.bam	0.1875	0	0
fucciwt_colony_single_c14_w19_3e13_S85_.trimmed.mdup.bam	0.112838498045784	768	6.04
fucciwt_colony_single_c14_w17_3e13_S84_.trimmed.mdup.bam	0.244223457151214	57	0.42
fucciwt_colony_single_c14_w15_3e13_S83_.trimmed.mdup.bam	0.0167294640968319	404	2.59
fucciwt_colony_single_c14_w13_3e13_S82_.trimmed.mdup.bam	0.114263535310474	1276	8.97
fucciwt_colony_single_c14_w11_3e13_S81_.trimmed.mdup.bam	0	0	0
fucciwt_colony_single_c13_w9_3e13_S55_.trimmed.mdup.bam	0.113066463458195	546	3.81
fucciwt_colony_single_c13_w7_3e13_S54_.trimmed.mdup.bam	0.333333333333333	0	0
fucciwt_colony_single_c13_w5_3e13_S53_.trimmed.mdup.bam	0	0	0
fucciwt_colony_single_c13_w49_3e13_S75_.trimmed.mdup.bam	0.333333333333333	0	0
fucciwt_colony_single_c13_w47_3e13_S74_.trimmed.mdup.bam	0.378250591016548	603	3.99
fucciwt_colony_single_c13_w45_3e13_S73_.trimmed.mdup.bam	0	0	0
fucciwt_colony_single_c13_w43_3e13_S72_.trimmed.mdup.bam	0	1013	6.79
fucciwt_colony_single_c13_w41_3e13_S71_.trimmed.mdup.bam	0.285714285714286	0	0
fucciwt_colony_single_c13_w3_3e13_S52_.trimmed.mdup.bam	0	0	0
fucciwt_colony_single_c13_w39_3e13_S70_.trimmed.mdup.bam	0	0	0
fucciwt_colony_single_c13_w37_3e13_S69_.trimmed.mdup.bam	0.363636363636364	0	0
fucciwt_colony_single_c13_w35_3e13_S68_.trimmed.mdup.bam	0.5	0	0
fucciwt_colony_single_c13_w33_3e13_S67_.trimmed.mdup.bam	0.0158728712402161	482	3.24
fucciwt_colony_single_c13_w31_3e13_S66_.trimmed.mdup.bam	0.5	0	0
fucciwt_colony_single_c13_w29_3e13_S65_.trimmed.mdup.bam	0.00740915208613728	193	1.31
fucciwt_colony_single_c13_w27_3e13_S64_.trimmed.mdup.bam	0.5	0	0
fucciwt_colony_single_c13_w25_3e13_S63_.trimmed.mdup.bam	0.192307692307692	0	0
fucciwt_colony_single_c13_w23_3e13_S62_.trimmed.mdup.bam	0.16131272790415	609	4.21
fucciwt_colony_single_c13_w21_3e13_S61_.trimmed.mdup.bam	0.285714285714286	0	0
fucciwt_colony_single_c13_w19_3e13_S60_.trimmed.mdup.bam	0.142857142857143	0	0
fucciwt_colony_single_c13_w17_3e13_S59_.trimmed.mdup.bam	0	352	2.38
fucciwt_colony_single_c13_w15_3e13_S58_.trimmed.mdup.bam	0.285714285714286	0	0
fucciwt_colony_single_c13_w13_3e13_S57_.trimmed.mdup.bam	0.222222222222222	0	0
fucciwt_colony_single_c13_w11_3e13_S56_.trimmed.mdup.bam	0.129032258064516	0	0
fucciwt_colony_negctrl_c14_w1_3e13_S76_.trimmed.mdup.bam	0.5	0	0
fucciwt_colony_negctrl_c13_w1_3e13_S51_.trimmed.mdup.bam	0.428571428571429	0	0
fucci_wt_c13_w9_single_3e8_S205_.trimmed.mdup.bam	0.266666666666667	0	0
fucci_wt_c13_w7_single_3e8_S204_.trimmed.mdup.bam	0.0639144881198671	31	0.23
fucci_wt_c13_w5_single_3e8_S203_.trimmed.mdup.bam	0.0160559610945746	529	3.82
fucci_wt_c13_w49_single_3e8_S225_.trimmed.mdup.bam	0.5	1	0.01
fucci_wt_c13_w47_single_3e8_S224_.trimmed.mdup.bam	0.105111215457122	62	0.48
fucci_wt_c13_w45_single_3e8_S223_.trimmed.mdup.bam	0.285714285714286	0	0
fucci_wt_c13_w43_single_3e8_S222_.trimmed.mdup.bam	0.2	0	0
fucci_wt_c13_w41_single_3e8_S221_.trimmed.mdup.bam	0.5	0	0
fucci_wt_c13_w3_single_3e8_S202_.trimmed.mdup.bam	0	0	0
fucci_wt_c13_w39_single_3e8_S220_.trimmed.mdup.bam	0.00782378056094863	138	1.02
fucci_wt_c13_w37_single_3e8_S219_.trimmed.mdup.bam	0	0	0
fucci_wt_c13_w35_single_3e8_S218_.trimmed.mdup.bam	0.25	0	0
fucci_wt_c13_w33_single_3e8_S217_.trimmed.mdup.bam	0.056954792704667	152	1.12
fucci_wt_c13_w31_single_3e8_S216_.trimmed.mdup.bam	0	0	0
fucci_wt_c13_w29_single_3e8_S215_.trimmed.mdup.bam	0.0212409167132476	26	0.19
fucci_wt_c13_w27_single_3e8_S214_.trimmed.mdup.bam	0.0136133851685751	196	1.41
fucci_wt_c13_w25_single_3e8_S213_.trimmed.mdup.bam	0.0125319809644092	454	3.29
fucci_wt_c13_w23_single_3e8_S212_.trimmed.mdup.bam	0.0124786748516353	215	1.58
fucci_wt_c13_w21_single_3e8_S211_.trimmed.mdup.bam	0.5	0	0
fucci_wt_c13_w1_negctrl_3e8_S201_.trimmed.mdup.bam	0	0	0
fucci_wt_c13_w19_single_3e8_S210_.trimmed.mdup.bam	0.104366730387196	354	2.69
fucci_wt_c13_w17_single_3e8_S209_.trimmed.mdup.bam	0.0160807778608826	6	0.05
fucci_wt_c13_w15_single_3e8_S208_.trimmed.mdup.bam	0.201273696682464	22	0.18
fucci_wt_c13_w13_single_3e8_S207_.trimmed.mdup.bam	0.5	0	0
fucci_wt_c13_w11_single_3e8_S206_.trimmed.mdup.bam	0.0665578415670814	246	1.9
fucci_recq5_c15_w9_single_3e8_S255_.trimmed.mdup.bam	0.315789473684211	0	0
fucci_recq5_c15_w7_single_3e8_S254_.trimmed.mdup.bam	0.00779219460688759	437	3.11
fucci_recq5_c15_w5_single_3e8_S253_.trimmed.mdup.bam	0.0593326482111889	49	0.37
fucci_recq5_c15_w49_single_3e8_S275_.trimmed.mdup.bam	0.0328030032177333	33	0.31
fucci_recq5_c15_w47_single_3e8_S274_.trimmed.mdup.bam	0.0261288851241285	11	0.08
fucci_recq5_c15_w45_single_3e8_S273_.trimmed.mdup.bam	0.142857142857143	0	0
fucci_recq5_c15_w43_single_3e8_S272_.trimmed.mdup.bam	0.0729746385845404	184	1.41
fucci_recq5_c15_w41_single_3e8_S271_.trimmed.mdup.bam	0.0108082026537998	15	0.11
fucci_recq5_c15_w3_single_3e8_S252_.trimmed.mdup.bam	0.0862634516890142	430	3.02
fucci_recq5_c15_w39_single_3e8_S270_.trimmed.mdup.bam	0.135387436445976	139	1.03
fucci_recq5_c15_w37_single_3e8_S269_.trimmed.mdup.bam	0.25	0	0
fucci_recq5_c15_w35_single_3e8_S268_.trimmed.mdup.bam	0.333333333333333	0	0
fucci_recq5_c15_w33_single_3e8_S267_.trimmed.mdup.bam	0.4	0	0
fucci_recq5_c15_w31_single_3e8_S266_.trimmed.mdup.bam	0.0209491103696811	297	2.1
fucci_recq5_c15_w29_single_3e8_S265_.trimmed.mdup.bam	0.0896917635169277	15	0.11
fucci_recq5_c15_w27_single_3e8_S264_.trimmed.mdup.bam	0.0544938136387685	97	0.73
fucci_recq5_c15_w25_single_3e8_S263_.trimmed.mdup.bam	0.0473307233296475	285	2.13
fucci_recq5_c15_w23_single_3e8_S262_.trimmed.mdup.bam	0.0762157515045042	280	1.9
fucci_recq5_c15_w21_single_3e8_S261_.trimmed.mdup.bam	0.04750656167979	74	0.63
fucci_recq5_c15_w1_negctrl_3e8_S251_.trimmed.mdup.bam	0.5	0	0
fucci_recq5_c15_w19_single_3e8_S260_.trimmed.mdup.bam	0.0114863779555952	257	1.8
fucci_recq5_c15_w17_single_3e8_S259_.trimmed.mdup.bam	0.333333333333333	0	0
fucci_recq5_c15_w15_single_3e8_S258_.trimmed.mdup.bam	0.0166338684619368	29	0.21
fucci_recq5_c15_w13_single_3e8_S257_.trimmed.mdup.bam	0.00909072816489356	266	1.84
fucci_recq5_c15_w11_single_3e8_S256_.trimmed.mdup.bam	0.4	0	0
fucci_blm_recq5_c16_w9_single_3e8_S280_.trimmed.mdup.bam	0.0106054677531856	213	1.55
fucci_blm_recq5_c16_w7_single_3e8_S279_.trimmed.mdup.bam	0.00730922701587657	350	2.55
fucci_blm_recq5_c16_w5_single_3e8_S278_.trimmed.mdup.bam	0.0326640666983021	410	3.1
fucci_blm_recq5_c16_w49_single_3e8_S300_.trimmed.mdup.bam	0	0	0
fucci_blm_recq5_c16_w47_single_3e8_S299_.trimmed.mdup.bam	0	0	0
fucci_blm_recq5_c16_w45_single_3e8_S298_.trimmed.mdup.bam	0.0782485950941487	27	0.23
fucci_blm_recq5_c16_w43_single_3e8_S297_.trimmed.mdup.bam	0.00563679941968075	288	2.07
fucci_blm_recq5_c16_w41_single_3e8_S296_.trimmed.mdup.bam	0.0165720305233678	44	0.32
fucci_blm_recq5_c16_w3_single_3e8_S277_.trimmed.mdup.bam	0.0276399858128394	346	2.7
fucci_blm_recq5_c16_w39_single_3e8_S295_.trimmed.mdup.bam	0.0626259983429436	200	1.48
fucci_blm_recq5_c16_w37_single_3e8_S294_.trimmed.mdup.bam	0.0119605232883016	175	1.23
fucci_blm_recq5_c16_w35_single_3e8_S293_.trimmed.mdup.bam	0.4	0	0
fucci_blm_recq5_c16_w33_single_3e8_S292_.trimmed.mdup.bam	0.25	0	0
fucci_blm_recq5_c16_w31_single_3e8_S291_.trimmed.mdup.bam	0.0253057781526782	6	0.05
fucci_blm_recq5_c16_w29_single_3e8_S290_.trimmed.mdup.bam	0.0140270797004821	29	0.21
fucci_blm_recq5_c16_w27_single_3e8_S289_.trimmed.mdup.bam	0.0127716595725514	208	1.5
fucci_blm_recq5_c16_w25_single_3e8_S288_.trimmed.mdup.bam	0	0	0
fucci_blm_recq5_c16_w23_single_3e8_S287_.trimmed.mdup.bam	0.0177034508033872	177	1.26
fucci_blm_recq5_c16_w21_single_3e8_S286_.trimmed.mdup.bam	0.151369187590078	191	1.56
fucci_blm_recq5_c16_w1_negctrl_3e8_S276_.trimmed.mdup.bam	0	0	0
fucci_blm_recq5_c16_w19_single_3e8_S285_.trimmed.mdup.bam	0.0126327365566113	408	2.81
fucci_blm_recq5_c16_w17_single_3e8_S284_.trimmed.mdup.bam	0.0190700774081099	19	0.14
fucci_blm_recq5_c16_w15_single_3e8_S283_.trimmed.mdup.bam	0.125650195058518	112	0.93
fucci_blm_recq5_c16_w13_single_3e8_S282_.trimmed.mdup.bam	0.114502729940201	437	3.41
fucci_blm_recq5_c16_w11_single_3e8_S281_.trimmed.mdup.bam	0.00746750178858277	295	2.25
fucci_blm_c14_w9_single_3e8_S230_.trimmed.mdup.bam	0.0217239284199425	220	1.53
fucci_blm_c14_w7_single_3e8_S229_.trimmed.mdup.bam	0.00986429138073123	388	2.84
fucci_blm_c14_w5_single_3e8_S228_.trimmed.mdup.bam	0.0103546743478558	590	4.24
fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam	0.142003644812405	335	2.56
fucci_blm_c14_w47_single_3e8_S249_.trimmed.mdup.bam	0.375	0	0
fucci_blm_c14_w45_single_3e8_S248_.trimmed.mdup.bam	0	0	0
fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam	0.0195846601838616	314	2.09
fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam	0.104480358183324	35	0.26
fucci_blm_c14_w3_single_3e8_S227_.trimmed.mdup.bam	0	0	0
fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam	0.00921916180042375	194	1.37
fucci_blm_c14_w37_single_3e8_S244_.trimmed.mdup.bam	0.2	0	0
fucci_blm_c14_w35_single_3e8_S243_.trimmed.mdup.bam	0.333333333333333	0	0
fucci_blm_c14_w33_single_3e8_S242_.trimmed.mdup.bam	0.118435708097851	191	1.58
fucci_blm_c14_w31_single_3e8_S241_.trimmed.mdup.bam	0.00726832020114264	434	3.17
fucci_blm_c14_w29_single_3e8_S240_.trimmed.mdup.bam	0.0331373353388942	17	0.12
fucci_blm_c14_w27_single_3e8_S239_.trimmed.mdup.bam	0.1	0	0
fucci_blm_c14_w25_single_3e8_S238_.trimmed.mdup.bam	0.0774053963512514	407	2.99
fucci_blm_c14_w23_single_3e8_S237_.trimmed.mdup.bam	0.0186687155955909	245	1.71
fucci_blm_c14_w21_single_3e8_S236_.trimmed.mdup.bam	0.0101410096179971	151	1.08
fucci_blm_c14_w1_negctrl_3e8_S226_.trimmed.mdup.bam	0	0	0
fucci_blm_c14_w19_single_3e8_S235_.trimmed.mdup.bam	0	2	0.01
fucci_blm_c14_w17_single_3e8_S234_.trimmed.mdup.bam	0.101645148754264	20	0.15
fucci_blm_c14_w15_single_3e8_S233_.trimmed.mdup.bam	0.01615726304642	118	0.86
fucci_blm_c14_w13_single_3e8_S232_.trimmed.mdup.bam	0.00845046599347102	463	3.31
fucci_blm_c14_w11_single_3e8_S231_.trimmed.mdup.bam	0	0	0
fucci-wt-single-f8-r7-c6_S97_L001_.trimmed.mdup.bam	0.1875	0	0
fucci-wt-single-f8-r7-c6_S97_.trimmed.mdup.bam	0.0450243162683679	36	0.28
fucci-wt-single-f8-r7-c6_S342_.trimmed.mdup.bam	0.0728260869565217	1	0.01
fucci-wt-single-f8-r7-c5_S96_L001_.trimmed.mdup.bam	0.32	0	0
fucci-wt-single-f8-r7-c5_S96_.trimmed.mdup.bam	0.325244476638899	8	0.06
fucci-wt-single-f8-r7-c5_S341_.trimmed.mdup.bam	0	0	0
fucci-wt-single-f8-r7-c4_S95_L001_.trimmed.mdup.bam	0.052757793764988	0	0
fucci-wt-single-f8-r7-c4_S95_.trimmed.mdup.bam	0.0288480494162487	70	0.52
fucci-wt-single-f8-r7-c4_S340_.trimmed.mdup.bam	0.0355029585798817	1	0.01
fucci-wt-single-f8-r7-c3_S94_L001_.trimmed.mdup.bam	0.208333333333333	0	0
fucci-wt-single-f8-r7-c3_S94_.trimmed.mdup.bam	0.0885485779865868	23	0.18
fucci-wt-single-f8-r7-c3_S339_.trimmed.mdup.bam	0.0542168674698795	0	0
fucci-wt-single-f8-r7-c2_S93_L001_.trimmed.mdup.bam	0.166666666666667	0	0
fucci-wt-single-f8-r7-c2_S93_.trimmed.mdup.bam	0.114306768677258	41	0.32
fucci-wt-single-f8-r7-c2_S338_.trimmed.mdup.bam	0.0597826086956522	0	0
fucci-wt-single-f8-r7-c1_S92_L001_.trimmed.mdup.bam	0	0	0
fucci-wt-single-f8-r7-c1_S92_.trimmed.mdup.bam	0.216534457114527	60	0.5
fucci-wt-single-f8-r7-c1_S337_.trimmed.mdup.bam	0.252368647717485	3	0.02
fucci-wt-single-f8-r6-c7_S91_L001_.trimmed.mdup.bam	0.214285714285714	0	0
fucci-wt-single-f8-r6-c7_S91_.trimmed.mdup.bam	0.234784924756958	43	0.34
fucci-wt-single-f8-r6-c7_S336_.trimmed.mdup.bam	0	1	0.01
fucci-wt-single-f8-r6-c6_S90_L001_.trimmed.mdup.bam	0.454545454545455	0	0
fucci-wt-single-f8-r6-c6_S90_.trimmed.mdup.bam	0.0758857747223691	5	0.04
fucci-wt-single-f8-r6-c6_S335_.trimmed.mdup.bam	0.133333333333333	0	0
fucci-wt-single-f8-r6-c5_S89_L001_.trimmed.mdup.bam	0.0789473684210526	0	0
fucci-wt-single-f8-r6-c5_S89_.trimmed.mdup.bam	0.0728879072335726	34	0.27
fucci-wt-single-f8-r6-c5_S334_.trimmed.mdup.bam	0.0687830687830688	0	0
fucci-wt-single-f8-r6-c4_S88_L001_.trimmed.mdup.bam	0.4	0	0
fucci-wt-single-f8-r6-c4_S88_.trimmed.mdup.bam	0.371926229508197	17	0.13
fucci-wt-single-f8-r6-c4_S333_.trimmed.mdup.bam	0.5	1	0.01
fucci-wt-single-f8-r6-c3_S87_L001_.trimmed.mdup.bam	0.5	0	0
fucci-wt-single-f8-r6-c3_S332_.trimmed.mdup.bam	0	0	0
fucci-wt-single-f8-r6-c2_S86_L001_.trimmed.mdup.bam	0	0	0
fucci-wt-single-f8-r6-c2_S86_.trimmed.mdup.bam	0.233680870353581	74	0.63
fucci-wt-single-f8-r6-c2_S331_.trimmed.mdup.bam	0.203703703703704	6	0.05
fucci-wt-single-f8-r6-c1_S85_L001_.trimmed.mdup.bam	0.192307692307692	0	0
fucci-wt-single-f8-r6-c1_S85_.trimmed.mdup.bam	0.0369192091622955	41	0.31
fucci-wt-single-f8-r6-c1_S330_.trimmed.mdup.bam	0.0566651184393869	1	0.01
fucci-wt-single-f8-r5-c7_S84_L001_.trimmed.mdup.bam	0.215686274509804	0	0
fucci-wt-single-f8-r5-c7_S84_.trimmed.mdup.bam	0.0809212502021299	31	0.24
fucci-wt-single-f8-r5-c7_S329_.trimmed.mdup.bam	0.0815602836879433	0	0
fucci-wt-single-f8-r5-c6_S83_L001_.trimmed.mdup.bam	0.318181818181818	0	0
fucci-wt-single-f8-r5-c6_S83_.trimmed.mdup.bam	0.0589072282299374	4	0.03
fucci-wt-single-f8-r5-c6_S328_.trimmed.mdup.bam	0.151515151515152	0	0
fucci-wt-single-f8-r5-c5_S82_L001_.trimmed.mdup.bam	0	0	0
fucci-wt-single-f8-r5-c5_S82_.trimmed.mdup.bam	0.133163563053743	76	0.63
fucci-wt-single-f8-r5-c5_S327_.trimmed.mdup.bam	0.0995475113122172	1	0.01
fucci-wt-single-f8-r5-c4_S81_L001_.trimmed.mdup.bam	0.0671641791044776	0	0
fucci-wt-single-f8-r5-c4_S81_.trimmed.mdup.bam	0.028605033400184	160	1.18
fucci-wt-single-f8-r5-c4_S424_.trimmed.mdup.bam	0.0558018252933507	4	0.03
fucci-wt-single-f8-r5-c4_S326_.trimmed.mdup.bam	0.050314465408805	2	0.02
fucci-wt-single-f8-r5-c3_S80_L001_.trimmed.mdup.bam	0.07	0	0
fucci-wt-single-f8-r5-c3_S80_.trimmed.mdup.bam	0.0229193108429342	143	1.06
fucci-wt-single-f8-r5-c3_S423_.trimmed.mdup.bam	0.0857971028542484	219	1.62
fucci-wt-single-f8-r5-c3_S325_.trimmed.mdup.bam	0.0274380475439407	285	2.09
fucci-wt-single-f8-r5-c2_S79_L001_.trimmed.mdup.bam	0.307692307692308	0	0
fucci-wt-single-f8-r5-c2_S79_.trimmed.mdup.bam	0.032301351480878	8	0.06
fucci-wt-single-f8-r5-c2_S324_.trimmed.mdup.bam	0.11304347826087	0	0
fucci-wt-single-f8-r5-c1_S78_L001_.trimmed.mdup.bam	0.5	0	0
fucci-wt-single-f8-r5-c1_S78_.trimmed.mdup.bam	0.396946564885496	2	0.02
fucci-wt-single-f8-r5-c1_S323_.trimmed.mdup.bam	0.222222222222222	0	0
fucci-wt-single-f8-r4-c7_S77_L001_.trimmed.mdup.bam	0.0967741935483871	0	0
fucci-wt-single-f8-r4-c7_S77_.trimmed.mdup.bam	0.0455748058376718	16	0.12
fucci-wt-single-f8-r4-c7_S322_.trimmed.mdup.bam	0.064	0	0
fucci-wt-single-f8-r4-c6_S76_L001_.trimmed.mdup.bam	0.0961538461538462	0	0
fucci-wt-single-f8-r4-c6_S76_.trimmed.mdup.bam	0.0352565491930007	51	0.39
fucci-wt-single-f8-r4-c6_S321_.trimmed.mdup.bam	0.0631229235880399	0	0
fucci-wt-single-f8-r4-c5_S75_L001_.trimmed.mdup.bam	0.100671140939597	0	0
fucci-wt-single-f8-r4-c5_S75_.trimmed.mdup.bam	0.0234071966392419	109	0.81
fucci-wt-single-f8-r4-c5_S320_.trimmed.mdup.bam	0.031864406779661	2	0.02
fucci-wt-single-f8-r4-c4_S74_L001_.trimmed.mdup.bam	0.0510204081632653	0	0
fucci-wt-single-f8-r4-c4_S74_.trimmed.mdup.bam	0.02935	148	1.09
fucci-wt-single-f8-r4-c4_S319_.trimmed.mdup.bam	0.0412465627864345	2	0.01
fucci-wt-single-f8-r4-c3_S73_L001_.trimmed.mdup.bam	0.175	0	0
fucci-wt-single-f8-r4-c3_S73_.trimmed.mdup.bam	0.0402986867392697	45	0.34
fucci-wt-single-f8-r4-c3_S318_.trimmed.mdup.bam	0.0525	0	0
fucci-wt-single-f8-r4-c2_S72_L001_.trimmed.mdup.bam	0.0833333333333333	0	0
fucci-wt-single-f8-r4-c2_S72_.trimmed.mdup.bam	0.0435395189003436	46	0.35
fucci-wt-single-f8-r4-c2_S317_.trimmed.mdup.bam	0.0579710144927536	1	0.01
fucci-wt-single-f8-r4-c1_S71_L001_.trimmed.mdup.bam	0.105421686746988	0	0
fucci-wt-single-f8-r4-c1_S71_.trimmed.mdup.bam	0.10156343061346	51	0.4
